"PDF","LONG_SPAT","SPECIES","TREAT_BASELINE","CONTROL_BASELINE","TREAT_POST","CONTROL_POST","UNIT","SEASON","SAMPLING","INTERVENTION","COUNTRY","MONTH_START","MONTH_END","TREAT_BASELINE_NSAMP","CONTROL_BASELINE_NSAMP","TREAT_POST_NSAMP","CONTROL_POST_NSAMP"
"6046","spatial","funestus",NA,NA,17,17,"mean density/light trap/night","dry","ILT","ITN","Tanzania","6","6",NA,NA,NA,NA
"6046","spatial","funestus",NA,NA,9,4,"mean density/light trap/night","dry","ILT","ITN","Tanzania","7","7",NA,NA,NA,NA
"6046","spatial","funestus",NA,NA,9,7,"mean density/light trap/night","dry","ILT","ITN","Tanzania","8","8",NA,NA,NA,NA
"6046","spatial","funestus",NA,NA,7,6,"mean density/light trap/night","dry","ILT","ITN","Tanzania","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,97,553,NA,NA,"MBI/MBO/HRI/RO/RO (pit)","IRS","Madagascar","3","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,96,553,NA,NA,"MBI/MBO/HRI/RO/RO (pit)","IRS","Madagascar","3","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,6,2,"count/month","rainy","MBI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,NA,"count/month","rainy","MBI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","dry","MBI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","dry","MBI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","dry","MBI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","dry","MBI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","dry","MBI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,4,"count/month","dry","MBI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,15,3,"count/month","rainy","MBI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,5,2,"count/month","rainy","MBI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,17,7,"count/month","rainy","MBI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,20,1,"count/month","rainy","MBI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,NA,"count/month","rainy","MBI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,5,1,"count/month","rainy","MBI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,NA,"count/month","dry","MBI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,4,NA,"count/month","dry","MBI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","rainy","MBI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,3,"count/month","rainy","MBI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,10,1,"count/month","rainy","MBI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,2,"count/month","rainy","MBI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,15,2,"count/month","rainy","MBO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,18,3,"count/month","rainy","MBO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","dry","MBO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,4,"count/month","dry","MBO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,7,"count/month","dry","MBO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,18,"count/month","dry","MBO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,6,"count/month","dry","MBO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,17,1,"count/month","dry","MBO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,59,7,"count/month","rainy","MBO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,55,9,"count/month","rainy","MBO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,62,47,"count/month","rainy","MBO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,59,7,"count/month","rainy","MBO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,15,11,"count/month","rainy","MBO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,21,1,"count/month","rainy","MBO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,10,5,"count/month","dry","MBO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,NA,"count/month","dry","MBO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,1,"count/month","dry","MBO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,NA,"count/month","dry","MBO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,19,3,"count/month","dry","MBO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","MBO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,12,NA,"count/month","rainy","MBO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,20,1,"count/month","rainy","MBO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,97,9,"count/month","rainy","MBO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,19,31,"count/month","rainy","MBO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","rainy","HRI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","rainy","HRI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","dry","HRI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","HRI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","dry","HRI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,3,"count/month","dry","HRI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,6,"count/month","dry","HRI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,2,"count/month","dry","HRI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,1,"count/month","rainy","HRI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,1,"count/month","rainy","HRI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,1,"count/month","rainy","HRI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,2,"count/month","rainy","HRI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","rainy","HRI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","rainy","HRI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","dry","HRI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","HRI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","dry","HRI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,4,NA,"count/month","dry","HRI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,7,"count/month","dry","HRI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","HRI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,1,"count/month","rainy","HRI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,4,"count/month","rainy","HRI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,NA,"count/month","rainy","HRI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,1,"count/month","rainy","HRI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,19,9,"count/month","rainy","RO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,54,4,"count/month","rainy","RO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,10,"count/month","dry","RO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,7,"count/month","dry","RO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,6,"count/month","dry","RO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,74,"count/month","dry","RO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,39,"count/month","dry","RO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,114,20,"count/month","dry","RO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,82,33,"count/month","rainy","RO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,86,49,"count/month","rainy","RO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,119,56,"count/month","rainy","RO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,25,8,"count/month","rainy","RO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,41,1,"count/month","rainy","RO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,214,6,"count/month","rainy","RO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,61,5,"count/month","dry","RO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,17,10,"count/month","dry","RO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,27,11,"count/month","dry","RO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,130,9,"count/month","dry","RO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,87,28,"count/month","dry","RO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","RO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,213,34,"count/month","rainy","RO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,120,39,"count/month","rainy","RO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,123,13,"count/month","rainy","RO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,184,18,"count/month","rainy","RO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,4,2,"count/month","rainy","MBI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","rainy","MBI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,1,"count/month","dry","MBI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","dry","MBI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","dry","MBI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,9,1,"count/month","dry","MBI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,14,2,"count/month","dry","MBI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,4,"count/month","dry","MBI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,3,"count/month","rainy","MBI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,2,"count/month","rainy","MBI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,7,"count/month","rainy","MBI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","rainy","MBI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","rainy","MBI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","rainy","MBI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,NA,"count/month","dry","MBI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,NA,"count/month","dry","MBI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,NA,"count/month","dry","MBI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,NA,"count/month","dry","MBI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","rainy","MBI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,3,"count/month","rainy","MBI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,1,"count/month","rainy","MBI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,2,"count/month","rainy","MBI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,2,"count/month","rainy","MBO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,3,"count/month","rainy","MBO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,2,"count/month","dry","MBO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,4,4,"count/month","dry","MBO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,4,7,"count/month","dry","MBO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,18,18,"count/month","dry","MBO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,29,6,"count/month","dry","MBO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,1,"count/month","dry","MBO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,7,"count/month","rainy","MBO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,3,9,"count/month","rainy","MBO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,47,"count/month","rainy","MBO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,5,7,"count/month","rainy","MBO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,11,"count/month","rainy","MBO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","rainy","MBO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,13,5,"count/month","dry","MBO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,8,NA,"count/month","dry","MBO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,4,1,"count/month","dry","MBO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,8,NA,"count/month","dry","MBO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,30,3,"count/month","dry","MBO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","MBO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","rainy","MBO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,5,1,"count/month","rainy","MBO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,9,9,"count/month","rainy","MBO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,7,31,"count/month","rainy","MBO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","rainy","HRI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","rainy","HRI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,2,"count/month","dry","HRI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,NA,"count/month","dry","HRI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,29,1,"count/month","dry","HRI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,42,3,"count/month","dry","HRI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,14,6,"count/month","dry","HRI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,14,2,"count/month","dry","HRI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,1,"count/month","rainy","HRI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","rainy","HRI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,145,1,"count/month","rainy","HRI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,2,"count/month","rainy","HRI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","rainy","HRI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,NA,"count/month","rainy","HRI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,2,"count/month","dry","HRI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,NA,"count/month","dry","HRI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,32,1,"count/month","dry","HRI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,11,NA,"count/month","dry","HRI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,20,7,"count/month","dry","HRI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","HRI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,1,"count/month","rainy","HRI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,1,4,"count/month","rainy","HRI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,4,NA,"count/month","rainy","HRI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,2,1,"count/month","rainy","HRI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,22,9,"count/month","rainy","RO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,36,4,"count/month","rainy","RO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,70,10,"count/month","dry","RO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,60,7,"count/month","dry","RO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,204,6,"count/month","dry","RO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,137,74,"count/month","dry","RO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,84,39,"count/month","dry","RO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,29,20,"count/month","dry","RO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,20,33,"count/month","rainy","RO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,83,49,"count/month","rainy","RO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,85,56,"count/month","rainy","RO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,22,8,"count/month","rainy","RO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,1,"count/month","rainy","RO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,179,6,"count/month","rainy","RO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,33,5,"count/month","dry","RO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,55,10,"count/month","dry","RO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,130,11,"count/month","dry","RO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,130,9,"count/month","dry","RO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,141,28,"count/month","dry","RO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,NA,NA,"count/month","dry","RO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,30,34,"count/month","rainy","RO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,139,39,"count/month","rainy","RO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,36,13,"count/month","rainy","RO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","arabiensis",NA,NA,78,18,"count/month","rainy","RO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,23,64,"count/month","rainy","MBI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,215,"count/month","rainy","MBI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,47,"count/month","dry","MBI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,62,"count/month","dry","MBI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,13,"count/month","dry","MBI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,5,"count/month","dry","MBI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,1,"count/month","dry","MBI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,10,"count/month","rainy","MBI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,8,"count/month","rainy","MBI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,24,"count/month","rainy","MBI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,18,"count/month","rainy","MBI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,35,"count/month","rainy","MBI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,207,"count/month","rainy","MBI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,76,"count/month","dry","MBI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,74,"count/month","dry","MBI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,25,"count/month","dry","MBI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,10,"count/month","dry","MBI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,8,"count/month","dry","MBI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,6,"count/month","rainy","MBI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,26,"count/month","rainy","MBI","IRS","Madagascar","12","12",NA,NA,NA,NA
